"p1";"Var.2";"РќР°Р·РІР°РЅРёРµ С„РѕРЅРґР°";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63";"V64";"V65";"V66";"V67";"V68";"V69";"V70";"V71";"V72";"V73"
"/funds/50/";"";"ТКБ Инвестмент Партнерс - Фонд облигаций
                                                        
                                                            можно купить online";"ТКБ Инвестмент Партнерс";"";"открытый";"15.03.2021";"24.01.2003";"сформирован";"рыночных финансовых инструментов";"облигации";"";"15.03.2021";"310.44";"802";"1 000";"24.01.2003";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"облигации";"сформирован";"рыночных финансовых инструментов";"";"Козак Игорь Александрович";"1.20% от СЧА";"2.30% от СЧА";"-0.28%";"0.62%";"0.22%";"9.11%";"22.59%";"54.56%";"-3.28";"-6.97";"-5.42";"-2.09";"-33.29";"-69.24";"26.02.2021";"0.209";"0.219";"0.85%";"-3.909";"0.088";"22.94";"-0.82%";"-0.28%";"0.62%";"0.22%";"9.11%";"22.59%";"54.56%";"-0.28";"0.62";"0.22";"9.11";"22.59";"54.56";"26.02.2021";"0.209";"0.219";"0.85%";"-3.909";"0.088";"22.94%";"-0.82%";"310.44";"9.11%";"-2.09";"1 000";"<U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>";"24.01.2003";"802";"Козак Игорь Александрович";"1.20% от СЧА";"2.30% от СЧА"
"/funds/51/";"";"ТКБ Инвестмент Партнерс - Фонд сбалансированный
                                                        
                                                            можно купить online";"ТКБ Инвестмент Партнерс";"";"открытый";"15.03.2021";"24.01.2003";"сформирован";"рыночных финансовых инструментов";"смешанный";"";"15.03.2021";"363.73";"1 462";"1 000";"24.01.2003";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"смешанный";"сформирован";"рыночных финансовых инструментов";"";"Кузнецов Алексей Александрович";"2.80% от СЧА";"3.90% от СЧА";"1.30%";"9.19%";"8.52%";"42.35%";"45.00%";"69.91%";"-0.56";"-3.46";"-2.04";"-13.97";"-113.00";"-198.68";"26.02.2021";"0.219";"0.228";"2.65%";"-2.352";"0.395";"47.88";"-3.34%";"1.30%";"9.19%";"8.52%";"42.35%";"45.00%";"69.91%";"1.30";"9.19";"8.52";"42.35";"45.00";"69.91";"26.02.2021";"0.219";"0.228";"2.65%";"-2.352";"0.395";"47.88%";"-3.34%";"363.73";"42.35%";"-13.97";"1 000";"—
                                                                            (Рос. активы";"24.01.2003";"1 462";"Кузнецов Алексей Александрович";"2.80% от СЧА";"3.90% от СЧА"
"/funds/236/";"";"ТКБ Инвестмент Партнерс - Фонд сбалансированный глобальный
                                                        
                                                            можно купить online";"ТКБ Инвестмент Партнерс";"";"открытый";"15.03.2021";"08.09.2004";"сформирован";"рыночных финансовых инструментов";"смешанный";"Иностранные активы";"15.03.2021";"76.75";"1 117";"1 000";"08.09.2004";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"смешанный";"сформирован";"рыночных финансовых инструментов";"Иностранные активы";"Саенко Андрей Борисович";"2.80% от СЧА";"4.40% от СЧА";"-0.85%";"5.06%";"2.71%";"36.10%";"4.30%";"10.51%";"< 0.01";"-0.36";"-0.03";"-3.52";"-6.66";"-4.73";"26.02.2021";"-0.071";"-0.079";"4.65%";"-3.433";"0.330";"10.80";"-7.48%";"-0.85%";"5.06%";"2.71%";"36.10%";"4.30%";"10.51%";"-0.85";"5.06";"2.71";"36.10";"4.30";"10.51";"26.02.2021";"-0.071";"-0.079";"4.65%";"-3.433";"0.330";"10.80%";"-7.48%";"76.75";"36.10%";"-3.52";"1 000";"—
                                                                            (Рос. активы";"08.09.2004";"1 117";"Саенко Андрей Борисович";"2.80% от СЧА";"4.40% от СЧА"
"/funds/3425/";"";"ТРИНФИКО Глобал.ру
                                                        
                                                            можно купить online";"УК ТРИНФИКО";"";"открытый";"15.03.2021";"10.02.2014";"сформирован";"рыночных финансовых инструментов";"акции";"Иностранные активы";"15.03.2021";"64.73";"17";"50 000";"10.02.2014";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"акции";"сформирован";"рыночных финансовых инструментов";"Иностранные активы";"Мухин Денис Юрьевич";"3.00% от СЧА";"10.00% от СЧА";"2.34%";"9.46%";"6.77%";"32.34%";"34.93%";"29.59%";"-3.55";"16.34";"16.34";"10.08";"58.49";"-97.72";"26.02.2021";"0.073";"0.066";"5.42%";"-0.831";"0.830";"50.40";"-7.98%";"2.34%";"9.46%";"6.77%";"32.34%";"34.93%";"29.59%";"2.34";"9.46";"6.77";"32.34";"34.93";"29.59";"26.02.2021";"0.073";"0.066";"5.42%";"-0.831";"0.830";"50.40%";"-7.98%";"64.73";"32.34%";"10.08";"50 000";"—
                                                                            (СЧА";"10.02.2014";"17";"Мухин Денис Юрьевич";"3.00% от СЧА";"10.00% от СЧА"
"/funds/6299/";"";"ТРИНФИКО Еврооблигации";"УК ТРИНФИКО";"";"открытый";"15.03.2021";"28.07.2020";"сформирован";"рыночных финансовых инструментов";"облигации";"Иностранные активы";"15.03.2021";"3.02";"1";"50 000";"28.07.2020";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"облигации";"сформирован";"рыночных финансовых инструментов";"Иностранные активы";"";"0.50% от СЧА";"2.00% от СЧА";"-2.02%";"-1.02%";"-2.22%";"";"";"";"-6.41";"-6.41";"-6.41";"< 0.01";"< 0.01";"< 0.01";"";"";"";"";"";"";"";"";"-2.02%";"-1.02%";"-2.22%";"";"";"";"-2.02";"-1.02";"-2.22";"";"";"";"";"";"";"";"";"";"";"";"3.02";"";"< 0.01";"50 000";"—
                                                                            (Работает менее трех лет)";"28.07.2020";"1";"";"0.50% от СЧА";"2.00% от СЧА"
"/funds/4543/";"";"ТРИНФИКО Капиталист";"ТРИНФИКО Пропети Менеджмент";"";"открытый";"15.03.2021";"28.02.2017";"сформирован";"рыночных финансовых инструментов";"смешанный";"";"15.03.2021";"10.59";"4";"50 000";"28.02.2017";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"смешанный";"сформирован";"рыночных финансовых инструментов";"";"";"2.00% от СЧА";"9.00% от СЧА";"2.62%";"4.25%";"2.10%";"10.54%";"29.36%";"";"< 0.01";"5.97";"< 0.01";"9.39";"1.59";"< 0.01";"26.02.2021";"0.061";"0.081";"4.03%";"-4.804";"-0.195";"5.04";"-5.90%";"2.62%";"4.25%";"2.10%";"10.54%";"29.36%";"";"2.62";"4.25";"2.10";"10.54";"29.36";"";"26.02.2021";"0.061";"0.081";"4.03%";"-4.804";"-0.195";"5.04%";"-5.90%";"10.59";"10.54%";"9.39";"50 000";"—
                                                                            (СЧА";"28.02.2017";"4";"";"2.00% от СЧА";"9.00% от СЧА"
"/funds/3969/";"";"ТРИНФИКО ЭКОФИНАНС
                                                        
                                                            можно купить online";"УК ТРИНФИКО";"";"открытый";"15.03.2021";"28.07.2015";"сформирован";"рыночных финансовых инструментов";"облигации";"";"15.03.2021";"2.54";"1";"50 000";"28.07.2015";"Без рейтинга*";"открытый";"облигации";"сформирован";"рыночных финансовых инструментов";"";"";"1.75% от СЧА";"6.75% от СЧА";"-0.19%";"2.33%";"1.82%";"6.27%";"5.91%";"-4.78%";"< 0.01";"< 0.01";"< 0.01";"1.49";"1.49";"1.31";"26.02.2021";"-0.068";"-0.067";"3.03%";"-4.122";"0.123";"3.54";"-4.75%";"-0.19%";"2.33%";"1.82%";"6.27%";"5.91%";"-4.78%";"-0.19";"2.33";"1.82";"6.27";"5.91";"-4.78";"26.02.2021";"-0.068";"-0.067";"3.03%";"-4.122";"0.123";"3.54%";"-4.75%";"2.54";"6.27%";"1.49";"50 000";"Без рейтинга*";"28.07.2015";"1";"";"1.75% от СЧА";"6.75% от СЧА"
"/funds/87/";"";"ТФГ - Валютные еврооблигации
                                                        
                                                            можно купить online";"ТРАНСФИНГРУП";"";"открытый";"15.03.2021";"20.02.2004";"сформирован";"рыночных финансовых инструментов";"облигации";"Иностранные активы";"15.03.2021";"835.30";"8";"50 000";"20.02.2004";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"облигации";"сформирован";"рыночных финансовых инструментов";"Иностранные активы";"";"0.50% от СЧА";"1.00% от СЧА";"-0.55%";"1.04%";"-0.32%";"5.27%";"43.58%";"69.47%";"< 0.01";"< 0.01";"< 0.01";"-0.48";"262.98";"563.18";"26.02.2021";"0.167";"0.226";"3.85%";"-5.292";"-0.436";"27.58";"-5.22%";"-0.55%";"1.04%";"-0.32%";"5.27%";"43.58%";"69.47%";"-0.55";"1.04";"-0.32";"5.27";"43.58";"69.47";"26.02.2021";"0.167";"0.226";"3.85%";"-5.292";"-0.436";"27.58%";"-5.22%";"835.30";"5.27%";"-0.48";"50 000";"—
                                                                            (Рос. активы";"20.02.2004";"8";"";"0.50% от СЧА";"1.00% от СЧА"
"/funds/4497/";"";"ТФГ - Российские акции
                                                        
                                                            можно купить online";"ТРАНСФИНГРУП";"";"открытый";"15.03.2021";"16.12.2016";"сформирован";"рыночных финансовых инструментов";"акции";"";"15.03.2021";"1 903.58";"11";"50 000";"16.12.2016";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"акции";"сформирован";"рыночных финансовых инструментов";"";"";"1.00% от СЧА";"1.50% от СЧА";"3.32%";"11.04%";"9.24%";"53.48%";"74.05%";"";"0.02";"0.02";"< 0.01";"-16.46";"-13.41";"< 0.01";"26.02.2021";"0.178";"0.178";"5.12%";"0.549";"1.072";"94.13";"-6.99%";"3.32%";"11.04%";"9.24%";"53.48%";"74.05%";"";"3.32";"11.04";"9.24";"53.48";"74.05";"";"26.02.2021";"0.178";"0.178";"5.12%";"0.549";"1.072";"94.13%";"-6.99%";"1 903.58";"53.48%";"-16.46";"50 000";"<U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>";"16.12.2016";"11";"";"1.00% от СЧА";"1.50% от СЧА"
"/funds/675/";"";"ТФГ - Рублевые облигации
                                                        
                                                            можно купить online";"ТРАНСФИНГРУП";"";"открытый";"15.03.2021";"23.01.2007";"сформирован";"рыночных финансовых инструментов";"облигации";"";"15.03.2021";"3 549.02";"54";"50 000";"23.01.2007";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"облигации";"сформирован";"рыночных финансовых инструментов";"";"";"0.50% от СЧА";"1.00% от СЧА";"-0.78%";"0.03%";"-0.31%";"11.19%";"27.08%";"65.76%";"-0.48";"7.67";"-2.32";"-26.96";"211.36";"2 448.55";"26.02.2021";"0.276";"0.296";"0.99%";"-3.773";"0.099";"21.51";"-0.95%";"-0.78%";"0.03%";"-0.31%";"11.19%";"27.08%";"65.76%";"-0.78";"0.03";"-0.31";"11.19";"27.08";"65.76";"26.02.2021";"0.276";"0.296";"0.99%";"-3.773";"0.099";"21.51%";"-0.95%";"3 549.02";"11.19%";"-26.96";"50 000";"<U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>";"23.01.2007";"54";"";"0.50% от СЧА";"1.00% от СЧА"
"/funds/4293/";"";"Технологическая перспектива";"МКБ Инвестиции";"";"открытый";"15.03.2021";"01.06.2016";"сформирован";"рыночных финансовых инструментов";"акции";"Иностранные активы";"15.03.2021";"235.97";"23";"1 000";"01.06.2016";"Без рейтинга*";"открытый";"акции";"сформирован";"рыночных финансовых инструментов";"Иностранные активы";"";"2.00% от СЧА";"3.80% от СЧА";"-7.14%";"7.49%";"4.75%";"48.07%";"80.20%";"";"89.95";"124.59";"121.33";"202.97";"201.68";"< 0.01";"26.02.2021";"0.286";"0.342";"4.75%";"-1.422";"0.417";"16.52";"-5.95%";"-7.14%";"7.49%";"4.75%";"48.07%";"80.20%";"";"-7.14";"7.49";"4.75";"48.07";"80.20";"";"26.02.2021";"0.286";"0.342";"4.75%";"-1.422";"0.417";"16.52%";"-5.95%";"235.97";"48.07%";"202.97";"1 000";"Без рейтинга*";"01.06.2016";"23";"";"2.00% от СЧА";"3.80% от СЧА"
"/funds/115/";"";"УРАЛСИБ Акции роста
                                                        
                                                            можно купить online";"УРАЛСИБ";"";"открытый";"15.03.2021";"04.06.1999";"сформирован";"рыночных финансовых инструментов";"акции";"Иностранные активы";"15.03.2021";"7 908.83";"29 355";"1 000";"04.06.1999";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"акции";"сформирован";"рыночных финансовых инструментов";"Иностранные активы";"Алексеев Андрей Владимирович";"4.00% от СЧА";"6.70% от СЧА";"-1.92%";"11.38%";"11.30%";"73.63%";"68.81%";"168.44%";"13.27";"62.55";"90.99";"-23.68";"-585.44";"1 479.25";"26.02.2021";"0.268";"0.302";"4.13%";"-1.102";"0.580";"42.50";"-5.20%";"-1.92%";"11.38%";"11.30%";"73.63%";"68.81%";"168.44%";"-1.92";"11.38";"11.30";"73.63";"68.81";"168.44";"26.02.2021";"0.268";"0.302";"4.13%";"-1.102";"0.580";"42.50%";"-5.20%";"7 908.83";"73.63%";"-23.68";"1 000";"—
                                                                            (Рос. активы";"04.06.1999";"29 355";"Алексеев Андрей Владимирович";"4.00% от СЧА";"6.70% от СЧА"
"/funds/3213/";"";"УРАЛСИБ Глобальные акции
                                                        
                                                            можно купить online";"УРАЛСИБ";"";"открытый";"15.03.2021";"12.07.2013";"сформирован";"рыночных финансовых инструментов";"фондов";"Иностранные активы";"15.03.2021";"119.73";"252";"1 000";"12.07.2013";"Без рейтинга*";"открытый";"фондов";"сформирован";"рыночных финансовых инструментов";"Иностранные активы";"Алексеев Андрей Владимирович";"3.50% от СЧА";"6.10% от СЧА";"-0.90%";"6.13%";"4.52%";"42.53%";"61.17%";"66.29%";"-1.65";"31.33";"26.62";"56.01";"79.66";"79.91";"26.02.2021";"0.250";"0.269";"3.88%";"-2.275";"0.300";"12.85";"-4.94%";"-0.90%";"6.13%";"4.52%";"42.53%";"61.17%";"66.29%";"-0.90";"6.13";"4.52";"42.53";"61.17";"66.29";"26.02.2021";"0.250";"0.269";"3.88%";"-2.275";"0.300";"12.85%";"-4.94%";"119.73";"42.53%";"56.01";"1 000";"Без рейтинга*";"12.07.2013";"252";"Алексеев Андрей Владимирович";"3.50% от СЧА";"6.10% от СЧА"
"/funds/1186/";"";"УРАЛСИБ Глобальные инновации
                                                        
                                                            можно купить online";"УРАЛСИБ";"";"открытый";"15.03.2021";"11.03.2008";"сформирован";"рыночных финансовых инструментов";"акции";"Иностранные активы";"15.03.2021";"610.60";"1 149";"1 000";"11.03.2008";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"акции";"сформирован";"рыночных финансовых инструментов";"Иностранные активы";"Алексеев Андрей Владимирович";"4.00% от СЧА";"6.70% от СЧА";"-7.09%";"1.16%";"0.39%";"62.76%";"100.78%";"136.82%";"29.25";"76.04";"72.36";"344.87";"395.34";"397.77";"26.02.2021";"0.348";"0.349";"5.03%";"-1.166";"0.376";"12.05";"-6.00%";"-7.09%";"1.16%";"0.39%";"62.76%";"100.78%";"136.82%";"-7.09";"1.16";"0.39";"62.76";"100.78";"136.82";"26.02.2021";"0.348";"0.349";"5.03%";"-1.166";"0.376";"12.05%";"-6.00%";"610.60";"62.76%";"344.87";"1 000";"—
                                                                            (Рос. активы";"11.03.2008";"1 149";"Алексеев Андрей Владимирович";"4.00% от СЧА";"6.70% от СЧА"
"/funds/3209/";"";"УРАЛСИБ Глобальные облигации
                                                        
                                                            можно купить online";"УРАЛСИБ";"";"открытый";"15.03.2021";"12.07.2013";"сформирован";"рыночных финансовых инструментов";"фондов";"Иностранные активы";"15.03.2021";"185.87";"745";"1 000";"12.07.2013";"Без рейтинга*";"открытый";"фондов";"сформирован";"рыночных финансовых инструментов";"Иностранные активы";"Краснов Борис Александрович";"1.50% от СЧА";"4.10% от СЧА";"-3.75%";"-4.07%";"-5.08%";"11.24%";"46.52%";"21.34%";"-2.38";"-4.25";"-18.34";"9.02";"49.24";"-37.64";"26.02.2021";"0.274";"0.350";"2.95%";"-4.038";"-0.130";"4.20";"-3.60%";"-3.75%";"-4.07%";"-5.08%";"11.24%";"46.52%";"21.34%";"-3.75";"-4.07";"-5.08";"11.24";"46.52";"21.34";"26.02.2021";"0.274";"0.350";"2.95%";"-4.038";"-0.130";"4.20%";"-3.60%";"185.87";"11.24%";"9.02";"1 000";"Без рейтинга*";"12.07.2013";"745";"Краснов Борис Александрович";"1.50% от СЧА";"4.10% от СЧА"
"/funds/2555/";"";"УРАЛСИБ Драгоценные металлы
                                                        
                                                            можно купить online";"УРАЛСИБ";"";"открытый";"15.03.2021";"09.07.2012";"сформирован";"рыночных финансовых инструментов";"фондов";"Драгоценные металлы";"15.03.2021";"349.41";"985";"1 000";"09.07.2012";"Без рейтинга*";"открытый";"фондов";"сформирован";"рыночных финансовых инструментов";"Драгоценные металлы";"Краснов Борис Александрович";"3.50% от СЧА";"6.10% от СЧА";"-6.64%";"-7.11%";"-9.94%";"24.56%";"84.34%";"49.75%";"1.50";"27.42";"24.77";"108.12";"126.72";"204.17";"26.02.2021";"0.216";"0.265";"6.67%";"-3.474";"-0.194";"1.81";"-8.93%";"-6.64%";"-7.11%";"-9.94%";"24.56%";"84.34%";"49.75%";"-6.64";"-7.11";"-9.94";"24.56";"84.34";"49.75";"26.02.2021";"0.216";"0.265";"6.67%";"-3.474";"-0.194";"1.81%";"-8.93%";"349.41";"24.56%";"108.12";"1 000";"Без рейтинга*";"09.07.2012";"985";"Краснов Борис Александрович";"3.50% от СЧА";"6.10% от СЧА"
"/funds/55/";"";"УРАЛСИБ Консервативный
                                                        
                                                            можно купить online";"УРАЛСИБ";"";"открытый";"15.03.2021";"08.08.2001";"сформирован";"рыночных финансовых инструментов";"облигации";"";"15.03.2021";"3 239.88";"4 318";"1 000";"08.08.2001";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"облигации";"сформирован";"рыночных финансовых инструментов";"";"Краснов Борис Александрович";"1.70% от СЧА";"4.40% от СЧА";"-0.17%";"0.51%";"0.09%";"7.90%";"21.57%";"52.25%";"-1.31";"-28.11";"-22.88";"-491.62";"-498.86";"1 646.20";"26.02.2021";"0.139";"0.137";"1.10%";"-3.801";"0.124";"27.36";"-1.24%";"-0.17%";"0.51%";"0.09%";"7.90%";"21.57%";"52.25%";"-0.17";"0.51";"0.09";"7.90";"21.57";"52.25";"26.02.2021";"0.139";"0.137";"1.10%";"-3.801";"0.124";"27.36%";"-1.24%";"3 239.88";"7.90%";"-491.62";"1 000";"<U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>";"08.08.2001";"4 318";"Краснов Борис Александрович";"1.70% от СЧА";"4.40% от СЧА"
"/funds/114/";"";"УРАЛСИБ Первый
                                                        
                                                            можно купить online";"УРАЛСИБ";"";"открытый";"15.03.2021";"13.02.1999";"сформирован";"рыночных финансовых инструментов";"акции";"";"15.03.2021";"5 597.01";"14 382";"1 000";"13.02.1999";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"акции";"сформирован";"рыночных финансовых инструментов";"";"Алексеев Андрей Владимирович";"4.00% от СЧА";"6.70% от СЧА";"3.99%";"13.02%";"11.41%";"65.02%";"71.54%";"119.49%";"-74.08";"-161.88";"-151.00";"-55.62";"231.51";"-193.09";"26.02.2021";"0.157";"0.149";"5.33%";"0.586";"1.100";"91.43";"-7.40%";"3.99%";"13.02%";"11.41%";"65.02%";"71.54%";"119.49%";"3.99";"13.02";"11.41";"65.02";"71.54";"119.49";"26.02.2021";"0.157";"0.149";"5.33%";"0.586";"1.100";"91.43%";"-7.40%";"5 597.01";"65.02%";"-55.62";"1 000";"<U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>";"13.02.1999";"14 382";"Алексеев Андрей Владимирович";"4.00% от СЧА";"6.70% от СЧА"
"/funds/1188/";"";"УРАЛСИБ Природные ресурсы
                                                        
                                                            можно купить online";"УРАЛСИБ";"";"открытый";"15.03.2021";"11.03.2008";"сформирован";"рыночных финансовых инструментов";"акции";"";"15.03.2021";"513.67";"1 333";"1 000";"11.03.2008";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"акции";"сформирован";"рыночных финансовых инструментов";"";"Алексеев Андрей Владимирович";"4.00% от СЧА";"6.70% от СЧА";"4.58%";"11.75%";"10.05%";"61.44%";"80.48%";"160.33%";"8.67";"56.29";"44.34";"146.12";"191.94";"204.25";"26.02.2021";"0.232";"0.233";"4.40%";"-0.225";"0.841";"78.71";"-5.72%";"4.58%";"11.75%";"10.05%";"61.44%";"80.48%";"160.33%";"4.58";"11.75";"10.05";"61.44";"80.48";"160.33";"26.02.2021";"0.232";"0.233";"4.40%";"-0.225";"0.841";"78.71%";"-5.72%";"513.67";"61.44%";"146.12";"1 000";"—
                                                                            (Рос. активы";"11.03.2008";"1 333";"Алексеев Андрей Владимирович";"4.00% от СЧА";"6.70% от СЧА"
"/funds/117/";"";"УРАЛСИБ Профессиональный
                                                        
                                                            можно купить online";"УРАЛСИБ";"";"открытый";"15.03.2021";"24.07.2001";"сформирован";"рыночных финансовых инструментов";"смешанный";"";"15.03.2021";"1 482.77";"3 124";"1 000";"24.07.2001";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"смешанный";"сформирован";"рыночных финансовых инструментов";"";"Краснов Борис Александрович";"4.00% от СЧА";"6.70% от СЧА";"3.65%";"10.46%";"9.41%";"39.07%";"45.42%";"81.73%";"-25.96";"-90.82";"-76.89";"-78.34";"801.77";"738.55";"26.02.2021";"0.138";"0.140";"3.27%";"-1.472";"0.666";"89.55";"-4.47%";"3.65%";"10.46%";"9.41%";"39.07%";"45.42%";"81.73%";"3.65";"10.46";"9.41";"39.07";"45.42";"81.73";"26.02.2021";"0.138";"0.140";"3.27%";"-1.472";"0.666";"89.55%";"-4.47%";"1 482.77";"39.07%";"-78.34";"1 000";"<U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>";"24.07.2001";"3 124";"Краснов Борис Александрович";"4.00% от СЧА";"6.70% от СЧА"
"/funds/1187/";"";"УРАЛСИБ Энергетическая перспектива
                                                        
                                                            можно купить online";"УРАЛСИБ";"";"открытый";"15.03.2021";"11.03.2008";"сформирован";"рыночных финансовых инструментов";"акции";"";"15.03.2021";"274.27";"992";"1 000";"11.03.2008";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"акции";"сформирован";"рыночных финансовых инструментов";"";"Алексеев Андрей Владимирович";"4.00% от СЧА";"6.70% от СЧА";"-1.82%";"2.24%";"-0.04%";"35.45%";"35.53%";"258.24%";"-10.27";"-18.37";"-17.91";"-27.62";"-87.48";"-12.30";"26.02.2021";"0.076";"0.079";"5.05%";"-1.261";"0.723";"44.13";"-7.40%";"-1.82%";"2.24%";"-0.04%";"35.45%";"35.53%";"258.24%";"-1.82";"2.24";"-0.04";"35.45";"35.53";"258.24";"26.02.2021";"0.076";"0.079";"5.05%";"-1.261";"0.723";"44.13%";"-7.40%";"274.27";"35.45%";"-27.62";"1 000";"<U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>";"11.03.2008";"992";"Алексеев Андрей Владимирович";"4.00% от СЧА";"6.70% от СЧА"
"/funds/93/";"";"Финам Первый
                                                        
                                                            можно купить online";"Финам Менеджмент";"";"открытый";"15.03.2021";"10.06.2003";"сформирован";"рыночных финансовых инструментов";"смешанный";"";"15.03.2021";"49.93";"3 379";"10 000";"10.06.2003";"<U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>
                                                                                                                                                        <U+2605>";"открытый";"смешанный";"сформирован";"рыночных финансовых инструментов";"";"";"2.50% от СЧА";"4.50% от СЧА";"1.20%";"6.12%";"4.44%";"32.64%";"23.68%";"75.01%";"-0.24";"-2.15";"-1.90";"-1.25";"-26.79";"-43.79";"26.02.2021";"0.015";"0.011";"4.16%";"-1.579";"0.733";"66.68";"-6.30%";"1.20%";"6.12%";"4.44%";"32.64%";"23.68%";"75.01%";"1.20";"6.12";"4.44";"32.64";"23.68";"75.01";"26.02.2021";"0.015";"0.011";"4.16%";"-1.579";"0.733";"66.68%";"-6.30%";"49.93";"32.64%";"-1.25";"10 000";"<U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>
                                                                                                                                <U+2605>";"10.06.2003";"3 379";"";"2.50% от СЧА";"4.50% от СЧА"
"/funds/6637/";"";"Фонд Золото";"ФОРТИС - Инвест";"";"открытый";"";"";"идет формирование";"рыночных финансовых инструментов";"акции";"Драгоценные металлы";"";"";"0";"15 000 000";"";"Без рейтинга*";"открытый";"акции";"идет формирование";"рыночных финансовых инструментов";"Драгоценные металлы";"";"1.50% от СЧА";"2.25% от СЧА";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15 000 000";"Без рейтинга*";"";"";"";"1.50% от СЧА";"2.25% от СЧА"
